well	X	Y	MD	TVDSS	INCL	AZIM
Well-83	534386.379	3403983.082	452.1693	414.164	28.77135292	309.2
Well-83	534373.411	3403993.663	490.4196	447.692	28.77198332	309.2
Well-83	534367.803	3403998.238	506.9592	462.19	28.76951071	309.2
Well-83	534360.443	3404004.244	528.6699	481.22	28.77386687	309.2
Well-83	534347.474	3404014.824	566.9191	514.748	28.76898245	309.2
Well-83	534334.506	3404025.405	605.1694	548.276	28.77198332	309.2
Well-83	534321.538	3404035.986	643.4197	581.804	28.77198332	309.2
Well-83	534308.57	3404046.567	681.67	615.332	28.77198332	309.2
Well-83	534295.602	3404057.148	719.9203	648.86	28.77198332	309.2
Well-83	534282.634	3404067.729	758.1706	682.388	28.77198332	309.2
Well-83	534269.666	3404078.31	796.4209	715.916	28.77198332	309.2
Well-83	534256.698	3404088.89	834.6712	749.444	28.77198332	309.2
Well-83	534243.73	3404099.471	872.9215	782.972	28.77198332	309.2
Well-83	534230.761	3404110.052	911.1718	816.5	28.77198332	309.2
Well-83	534220.38	3404118.522	941.7914	843.34	28.76953346	309.2
Well-83	534217.793	3404120.633	949.4221	850.028	28.78181192	309.2
Well-83	534204.825	3404131.214	987.6724	883.556	28.77198332	309.2
Well-83	534191.857	3404141.795	1025.9227	917.084	28.77198332	309.2
Well-83	534178.889	3404152.375	1064.173	950.612	28.77198332	309.2
Well-83	534165.921	3404162.956	1102.4233	984.14	28.77198332	309.2
Well-83	534162.772	3404165.525	1111.7095	992.28	28.76872289	309.2
Well-83	534152.953	3404173.537	1140.6725	1017.668	28.76906567	309.2
Well-83	534139.985	3404184.118	1178.9228	1051.196	28.77198332	309.2
Well-83	534127.017	3404194.699	1217.1731	1084.724	28.77198332	309.2
Well-83	534114.048	3404205.28	1255.4234	1118.252	28.77198332	309.2
Well-83	534101.08	3404215.861	1293.6737	1151.78	28.77198332	309.2
Well-83	534088.112	3404226.441	1331.924	1185.308	28.77198332	309.2
Well-83	534075.144	3404237.022	1370.1743	1218.836	28.77198332	309.2
Well-83	534062.176	3404247.603	1408.4246	1252.364	28.77198332	309.2
Well-83	534049.208	3404258.184	1446.6749	1285.892	28.77198332	309.2
Well-83	534047.004	3404259.982	1453.1748	1291.59	28.76165792	309.2
Well-83	534036.24	3404268.765	1484.9252	1319.42	28.77409671	309.2
Well-83	534023.272	3404279.346	1523.1755	1352.948	28.77198332	309.2
Well-83	534010.304	3404289.927	1561.4258	1386.476	28.77198332	309.2
Well-83	533997.335	3404300.507	1599.6761	1420.004	28.77198332	309.2
Well-83	533984.367	3404311.088	1637.9264	1453.532	28.77198332	309.2
Well-83	533971.399	3404321.669	1676.1756	1487.06	28.76898245	309.2
Well-83	533958.431	3404332.25	1714.4259	1520.588	28.77198332	309.2
Well-83	533954.976	3404335.069	1724.6163	1529.52	28.77566357	309.2
Well-83	533945.463	3404342.831	1752.6762	1554.116	28.77064667	309.2
Well-83	533932.495	3404353.412	1790.9265	1587.644	28.77198332	309.2
Well-83	533919.527	3404363.993	1829.1768	1621.172	28.77198332	309.2
Well-83	533906.559	3404374.573	1867.4271	1654.7	28.77198332	309.2
Well-83	533893.591	3404385.154	1905.6774	1688.228	28.77198332	309.2
Well-83	533880.622	3404395.735	1943.9277	1721.756	28.77198332	309.2
Well-83	533872.862	3404402.067	1966.8176	1741.82	28.77178591	309.2
Well-83	533867.654	3404406.316	1982.178	1755.284	28.7722775	309.2
Well-83	533854.686	3404416.897	2020.4283	1788.812	28.77198332	309.2
Well-83	533844.867	3404424.909	2049.3924	1814.2	28.77302858	309.2
Well-83	533841.718	3404427.478	2058.6786	1822.34	28.76872289	309.2
Well-83	533831.677	3404435.67	2088.295	1848.3	28.77207487	309.2
Well-83	533830.954	3404436.26	2090.4279	1850.17	28.74835225	309.2
Well-83	533828.75	3404438.058	2096.9289	1855.868	28.77931558	309.2
Well-83	533824.232	3404441.745	2110.2554	1867.55	28.76518407	309.2
Well-83	533821.551	3404443.932	2118.1622	1874.48	28.78166873	309.2
Well-83	533815.782	3404448.639	2135.1792	1889.396	28.77280649	309.2
Well-83	533802.814	3404459.22	2173.4295	1922.924	28.77198332	309.2
Well-83	533795.598	3404465.108	2194.7123	1941.58	28.76790655	309.2
Well-83	533789.846	3404469.801	2211.6798	1956.452	28.77709618	309.2
Well-83	533789.216	3404470.315	2213.5366	1958.08	28.74398436	309.2
Well-83	533786.834	3404472.258	2220.5612	1964.2378	28.76449153	309.2
Well-83	533776.878	3404480.382	2249.929	1989.98	28.77163635	309.2
Well-83	533763.909	3404490.963	2288.1793	2023.508	28.77198332	309.2
Well-83	533752.49	3404500.28	2321.8624	2053.032	28.7743041	309.2
Well-83	533750.941	3404501.544	2326.4296	2057.036	28.75486228	309.2
Well-83	533747.18	3404504.612	2337.5231	2066.76	28.77112791	309.2
Well-83	533739.096	3404511.208	2361.3667	2087.66	28.77158534	309.2
Well-83	533737.973	3404512.124	2364.6799	2090.564	28.77771099	309.2
Well-83	533730.502	3404518.221	2386.7184	2109.8811	28.77508385	309.2
Well-28	534459.534	3403942.751	0	-21.7	0	0
Well-28	534459.534	3403942.751	77	55.3	0	0
Well-28	534459.534	3403942.751	92.62	70.92	0	0
Well-28	534459.534	3403942.751	110	88.3	2.26E-06	0
Well-28	534459.952	3403942.78	134.1175	112.412	1.223660906	86.1
Well-28	534461.929	3403942.913	167.7203	145.94	3.823677807	86.1
Well-28	534462.389	3403942.944	173.0245	151.22	5.475208039	86.1
Well-28	534465.546	3403943.157	201.4892	179.468	7.074401225	86.1
Well-28	534470.834	3403943.514	235.5243	212.996	9.902882443	86.1
Well-28	534477.841	3403943.987	269.9345	246.524	13.00198952	86.1
Well-28	534486.634	3403944.58	304.8408	280.052	16.15463293	86.1
Well-28	534497.3	3403945.3	340.3763	313.58	19.35085889	86.1
Well-28	534504.147	3403945.762	360.6449	332.39	21.86922361	86.1
Well-28	534509.955	3403946.154	376.6961	347.108	23.51713402	86.1
Well-28	534512.102	3403946.298	382.4018	352.3	24.49917724	86.1
Well-28	534524.749	3403947.152	413.9861	380.636	26.21346348	86.1
Well-28	534541.873	3403948.307	452.4707	414.164	29.40095542	86.1
Well-28	534561.585	3403949.637	492.4315	447.692	32.96298566	86.1
Well-28	534570.991	3403950.272	510.2581	462.19	35.58244978	86.1
Well-28	534581.016	3403950.949	528.5313	476.7419	37.21685413	86.1
Well-28	534584.195	3403951.163	534.2183	481.22	38.05425007	86.1
Well-28	534607.996	3403952.769	576.7938	514.748	38.04795781	86.1
Well-28	534631.797	3403954.375	619.3704	548.276	38.04984917	86.1
Well-28	534655.598	3403955.981	661.9459	581.804	38.04795781	86.1
Well-28	534679.399	3403957.587	704.5214	615.332	38.04795781	86.1
Well-28	534703.199	3403959.193	747.0969	648.86	38.04795781	86.1
Well-28	534727	3403960.799	789.6724	682.388	38.04795781	86.1
Well-28	534750.801	3403962.405	832.2479	715.916	38.04795781	86.1
Well-28	534774.602	3403964.011	874.8245	749.444	38.04984917	86.1
Well-28	534798.403	3403965.617	917.4	782.972	38.04795781	86.1
Well-28	534822.204	3403967.223	959.9755	816.5	38.04795781	86.1
Well-28	534841.257	3403968.509	994.0579	843.34	38.04720741	86.1
Well-28	534846.005	3403968.829	1002.551	850.028	38.05096898	86.1
Well-28	534869.806	3403970.435	1045.1265	883.556	38.04795781	86.1
Well-28	534893.606	3403972.042	1087.7031	917.084	38.04984917	86.1
Well-28	534917.407	3403973.648	1130.2786	950.612	38.04795781	86.1
Well-28	534941.208	3403975.254	1172.8541	984.14	38.04795781	86.1
Well-28	534946.987	3403975.643	1183.1908	992.28	38.04886773	86.1
Well-28	534965.009	3403976.86	1215.4296	1017.668	38.04766605	86.1
Well-28	534988.81	3403978.466	1258.0051	1051.196	38.04795781	86.1
Well-28	535012.611	3403980.072	1300.5806	1084.724	38.04795781	86.1
Well-28	535036.412	3403981.678	1343.1572	1118.252	38.04984917	86.1
Well-28	535060.213	3403983.284	1385.7327	1151.78	38.04795781	86.1
Well-28	535084.013	3403984.89	1428.3082	1185.308	38.04795781	86.1
Well-28	535107.814	3403986.496	1470.8837	1218.836	38.04795781	86.1
Well-28	535131.615	3403988.102	1513.4592	1252.364	38.04795781	86.1
Well-28	535155.416	3403989.708	1556.0358	1285.892	38.04984917	86.1
Well-28	535159.461	3403989.981	1563.2705	1291.59	38.038849	86.1
Well-28	535179.217	3403991.314	1598.6113	1319.42	38.04982226	86.1
Well-28	535203.018	3403992.92	1641.1868	1352.948	38.04795781	86.1
Well-28	535226.819	3403994.526	1683.7623	1386.476	38.04795781	86.1
Well-28	535250.619	3403996.132	1726.3378	1420.004	38.04795781	86.1
Well-28	535274.42	3403997.738	1768.9144	1453.532	38.04984917	86.1
Well-28	535298.221	3403999.344	1811.4899	1487.06	38.04795781	86.1
Well-28	535322.022	3404000.95	1854.0654	1520.588	38.04795781	86.1
Well-28	535328.363	3404001.378	1865.4075	1529.52	38.04671854	86.1
Well-28	535345.823	3404002.556	1896.6409	1554.116	38.04840783	86.1
Well-28	535369.624	3404004.162	1939.2164	1587.644	38.04795781	86.1
Well-28	535393.425	3404005.768	1981.7919	1621.172	38.04795781	86.1
Well-28	535417.226	3404007.374	2024.3685	1654.7	38.04984917	86.1
Well-28	535441.026	3404008.98	2066.944	1688.228	38.04795781	86.1
Well-28	535464.827	3404010.586	2109.5195	1721.756	38.04795781	86.1
Well-28	535479.07	3404011.547	2134.9977	1741.82	38.04780848	86.1
Well-28	535488.628	3404012.192	2152.095	1755.284	38.04818033	86.1
Well-28	535512.429	3404013.798	2194.6705	1788.812	38.04795781	86.1
Well-28	535530.452	3404015.014	2226.9104	1814.2	38.05016384	86.1
Well-28	535536.23	3404015.404	2237.2471	1822.34	38.04886773	86.1
Well-28	535554.658	3404016.648	2270.2119	1848.3	38.04688702	86.1
Well-28	535555.986	3404016.737	2272.5868	1850.17	38.05665663	86.1
Well-28	535560.031	3404017.01	2279.8226	1855.868	38.04998061	86.1
Well-28	535568.324	3404017.57	2294.6572	1867.55	38.04905845	86.1
Well-28	535573.243	3404017.902	2303.4572	1874.48	38.04750745	86.1
Well-28	535583.832	3404018.616	2322.3981	1889.396	38.04730499	86.1
Well-28	535607.633	3404020.222	2364.9736	1922.924	38.04795781	86.1
Well-28	535620.876	3404021.116	2388.6643	1941.58	38.04918008	86.1
Well-28	535631.433	3404021.828	2407.5491	1956.452	38.04642444	86.1
Well-28	535632.589	3404021.906	2409.6171	1958.08	38.07222541	86.1
Well-28	535644.706	3404022.724	2431.2915	1975.1487	38.04703564	86.1
Well-28	535655.234	3404023.434	2450.1246	1989.98	38.04635359	86.1
Well-28	535679.035	3404025.04	2492.7012	2023.508	38.04984917	86.1
Well-28	535702.836	3404026.646	2535.2767	2057.036	38.04795781	86.1
Well-28	535708.52	3404027.03	2545.444	2065.0429	38.04612447	86.1
Well-28	535709.739	3404027.112	2547.6242	2066.76	38.03929838	86.1
Well-28	535724.575	3404028.113	2574.165	2087.66	38.05058975	86.1
Well-28	535726.637	3404028.252	2577.8522	2090.564	38.03918641	86.1
Well-28	535749.001	3404029.762	2617.8581	2122.068	38.04900918	86.1
Well-56	534469.175	3403954.242	0	-21.7	0	0
Well-56	534469.175	3403954.242	77	55.3	0	0
Well-56	534469.175	3403954.242	92.62	70.92	0	0
Well-56	534469.175	3403954.242	110	88.3	2.26E-06	0
Well-56	534469.446	3403954.562	134.1175	112.412	1.223660906	40.2
Well-56	534470.724	3403956.077	167.7203	145.94	3.823677807	40.2
Well-56	534471.022	3403956.429	173.0245	151.22	5.475208039	40.2
Well-56	534473.063	3403958.846	201.4892	179.468	7.074401225	40.2
Well-56	534476.482	3403962.896	235.5243	212.996	9.902882443	40.2
Well-56	534481.013	3403968.262	269.9345	246.524	13.00198952	40.2
Well-56	534486.698	3403974.996	304.8408	280.052	16.15463293	40.2
Well-56	534493.595	3403983.164	340.3763	313.58	19.35085889	40.2
Well-56	534498.022	3403988.407	360.6449	332.39	21.86922361	40.2
Well-56	534501.778	3403992.856	376.6961	347.108	23.51713402	40.2
Well-56	534503.165	3403994.5	382.4018	352.3	24.49917724	40.2
Well-56	534510.551	3404003.247	411.0634	378.0433	26.08003226	40.2
Well-56	534511.338	3404004.18	413.9828	380.636	27.36536094	40.2
Well-56	534521.517	3404016.236	451.737	414.164	27.36951234	40.2
Well-56	534531.696	3404028.292	489.4912	447.692	27.36951234	40.2
Well-56	534536.098	3404033.505	505.8163	462.19	27.36699699	40.2
Well-56	534541.875	3404040.348	527.2454	481.22	27.37142844	40.2
Well-56	534552.055	3404052.404	564.9996	514.748	27.36951234	40.2
Well-56	534562.234	3404064.461	602.7538	548.276	27.36951234	40.2
Well-56	534572.413	3404076.517	640.5069	581.804	27.36628735	40.2
Well-56	534582.592	3404088.573	678.2611	615.332	27.36951234	40.2
Well-56	534592.771	3404100.629	716.0153	648.86	27.36951234	40.2
Well-56	534602.95	3404112.685	753.7695	682.388	27.36951234	40.2
Well-56	534613.129	3404124.741	791.5237	715.916	27.36951234	40.2
Well-56	534623.309	3404136.798	829.2779	749.444	27.36951234	40.2
Well-56	534633.488	3404148.854	867.0321	782.972	27.36951234	40.2
Well-56	534643.667	3404160.91	904.7863	816.5	27.36951234	40.2
Well-56	534651.816	3404170.561	935.0099	843.34	27.37105592	40.2
Well-56	534653.846	3404172.966	942.5405	850.028	27.36331649	40.2
Well-56	534664.025	3404185.022	980.2947	883.556	27.36951234	40.2
Well-56	534674.204	3404197.079	1018.0489	917.084	27.36951234	40.2
Well-56	534684.383	3404209.135	1055.8031	950.612	27.36951234	40.2
Well-56	534694.563	3404221.191	1093.5573	984.14	27.36951234	40.2
Well-56	534697.034	3404224.118	1102.7236	992.28	27.37257994	40.2
Well-56	534704.742	3404233.247	1131.3115	1017.668	27.36852869	40.2
Well-56	534714.921	3404245.303	1169.0657	1051.196	27.36951234	40.2
Well-56	534725.1	3404257.36	1206.8199	1084.724	27.36951234	40.2
Well-56	534735.279	3404269.416	1244.5741	1118.252	27.36951234	40.2
Well-56	534745.458	3404281.472	1282.3283	1151.78	27.36951234	40.2
Well-56	534755.637	3404293.528	1320.0825	1185.308	27.36951234	40.2
Well-56	534765.817	3404305.584	1357.8367	1218.836	27.36951234	40.2
Well-56	534775.996	3404317.641	1395.5909	1252.364	27.36951234	40.2
Well-56	534786.175	3404329.697	1433.3451	1285.892	27.36951234	40.2
Well-56	534787.905	3404331.746	1439.7614	1291.59	27.37068267	40.2
Well-56	534796.354	3404341.753	1471.0993	1319.42	27.36927272	40.2
Well-56	534806.533	3404353.809	1508.8535	1352.948	27.36951234	40.2
Well-56	534816.712	3404365.865	1546.6077	1386.476	27.36951234	40.2
Well-56	534826.891	3404377.922	1584.3619	1420.004	27.36951234	40.2
Well-56	534837.071	3404389.978	1622.1161	1453.532	27.36951234	40.2
Well-56	534847.25	3404402.034	1659.8703	1487.06	27.36951234	40.2
Well-56	534857.429	3404414.09	1697.6234	1520.588	27.36628735	40.2
Well-56	534860.141	3404417.302	1707.6818	1529.52	27.37526197	40.2
Well-56	534867.608	3404426.146	1735.3776	1554.116	27.36742395	40.2
Well-56	534877.787	3404438.203	1773.1318	1587.644	27.36951234	40.2
Well-56	534887.966	3404450.259	1810.886	1621.172	27.36951234	40.2
Well-56	534898.145	3404462.315	1848.6402	1654.7	27.36951234	40.2
Well-56	534908.325	3404474.371	1886.3944	1688.228	27.36951234	40.2
Well-56	534918.504	3404486.427	1924.1486	1721.756	27.36951234	40.2
Well-56	534924.595	3404493.642	1946.7415	1741.82	27.36870614	40.2
Well-56	534928.683	3404498.484	1961.9028	1755.284	27.37071367	40.2
Well-56	534938.862	3404510.54	1999.657	1788.812	27.36951234	40.2
Well-56	534946.57	3404519.669	2028.2449	1814.2	27.36852869	40.2
Well-56	534949.041	3404522.596	2037.4112	1822.34	27.37257994	40.2
Well-56	534956.923	3404531.931	2066.6437	1848.3	27.37044148	40.2
Well-56	534957.49	3404532.603	2068.7491	1850.17	27.35304027	40.2
Well-56	534959.22	3404534.652	2075.1654	1855.868	27.37068267	40.2
Well-56	534962.767	3404538.853	2088.3203	1867.55	27.37275501	40.2
Well-56	534964.871	3404541.345	2096.1237	1874.48	27.36773098	40.2
Well-56	534969.399	3404546.708	2112.9196	1889.396	27.36780002	40.2
Well-56	534979.579	3404558.765	2150.6738	1922.924	27.36951234	40.2
Well-56	534985.243	3404565.473	2171.6816	1941.58	27.37063792	40.2
Well-56	534989.348	3404570.336	2186.9089	1955.1034	27.36425827	40.2
Well-56	534989.758	3404570.821	2188.428	1956.452	27.4065847	40.2
Well-56	534990.252	3404571.406	2190.2617	1958.08	27.3991222	40.2
Well-56	534999.937	3404582.877	2226.1822	1989.98	27.368	40.2
Well-56	535010.116	3404594.933	2263.9364	2023.508	27.36951234	40.2
Well-56	535020.295	3404606.989	2301.6906	2057.036	27.36951234	40.2
Well-56	535020.76	3404607.54	2303.4143	2058.5672	27.33690402	40.2
Well-56	535023.247	3404610.486	2312.64	2066.76	27.37189523	40.2
Well-56	535029.593	3404618.001	2336.1745	2087.66	27.36978389	40.2
Well-56	535030.474	3404619.046	2339.4448	2090.564	27.37801201	40.2
Well-56	535038.825	3404628.936	2370.4164	2118.0684	27.37049144	40.2
Well-84	534478.817	3403965.733	0	-21.7	0	0
Well-84	534478.817	3403965.733	18.7	-3	0	0
Well-84	534478.817	3403965.733	77	55.3	0	0
Well-84	534478.817	3403965.733	92.62	70.92	0	0
Well-84	534478.817	3403965.733	110	88.3	2.26E-06	0
Well-84	534478.768	3403966.149	134.1175	112.412	1.223660906	353.2
Well-84	534478.533	3403968.117	167.7203	145.94	3.823677807	353.2
Well-84	534478.478	3403968.575	173.0245	151.22	5.475208039	353.2
Well-84	534478.103	3403971.716	201.4892	179.468	7.074401225	353.2
Well-84	534477.476	3403976.979	235.5243	212.996	9.902882443	353.2
Well-84	534476.644	3403983.953	269.9345	246.524	13.00198952	353.2
Well-84	534475.6	3403992.703	304.8408	280.052	16.15463293	353.2
Well-84	534474.333	3404003.319	340.3763	313.58	19.35085889	353.2
Well-84	534473.521	3404010.132	360.6449	332.39	21.86922361	353.2
Well-84	534472.831	3404015.913	376.6961	347.108	23.51713402	353.2
Well-84	534472.576	3404018.05	382.4018	352.3	24.49917724	353.2
Well-84	534471.075	3404030.636	413.9861	380.636	26.21346348	353.2
Well-84	534469.041	3404047.679	452.4707	414.164	29.40095542	353.2
Well-84	534466.701	3404067.296	492.4315	447.692	32.96298566	353.2
Well-84	534465.584	3404076.657	510.2581	462.19	35.58244978	353.2
Well-84	534464.732	3404083.805	523.4207	472.7038	36.98784516	353.2
Well-84	534464.026	3404089.722	534.1666	481.22	37.57959286	353.2
Well-84	534461.247	3404113.016	576.4759	514.748	37.58494974	353.2
Well-84	534458.468	3404136.309	618.7841	548.276	37.58301426	353.2
Well-84	534455.689	3404159.603	661.0923	581.804	37.58301426	353.2
Well-84	534452.91	3404182.897	703.4016	615.332	37.58494974	353.2
Well-84	534450.131	3404206.191	745.7098	648.86	37.58301426	353.2
Well-84	534447.353	3404229.484	788.018	682.388	37.58301426	353.2
Well-84	534444.574	3404252.778	830.3273	715.916	37.58494974	353.2
Well-84	534441.795	3404276.072	872.6355	749.444	37.58301426	353.2
Well-84	534439.016	3404299.366	914.9437	782.972	37.58301426	353.2
Well-84	534436.237	3404322.66	957.253	816.5	37.58494974	353.2
Well-84	534434.013	3404341.307	991.122	843.34	37.58352195	353.2
Well-84	534433.458	3404345.953	999.5612	850.028	37.58097672	353.2
Well-84	534430.679	3404369.247	1041.8694	883.556	37.58301426	353.2
Well-84	534427.9	3404392.541	1084.1787	917.084	37.58494974	353.2
Well-84	534425.122	3404415.835	1126.4869	950.612	37.58301426	353.2
Well-84	534422.343	3404439.128	1168.7951	984.14	37.58301426	353.2
Well-84	534421.668	3404444.784	1179.0669	992.28	37.58391402	353.2
Well-84	534419.564	3404462.422	1211.1044	1017.668	37.5852818	353.2
Well-84	534416.785	3404485.716	1253.4126	1051.196	37.58301426	353.2
Well-84	534414.006	3404509.01	1295.7219	1084.724	37.58494974	353.2
Well-84	534411.227	3404532.303	1338.0301	1118.252	37.58301426	353.2
Well-84	534408.448	3404555.597	1380.3383	1151.78	37.58301426	353.2
Well-84	534405.669	3404578.891	1422.6476	1185.308	37.58494974	353.2
Well-84	534402.891	3404602.185	1464.9558	1218.836	37.58301426	353.2
Well-84	534400.112	3404625.479	1507.264	1252.364	37.58301426	353.2
Well-84	534397.333	3404648.772	1549.5733	1285.892	37.58494974	353.2
Well-84	534396.861	3404652.731	1556.7629	1291.59	37.57707965	353.2
Well-84	534394.554	3404672.066	1591.8815	1319.42	37.58422912	353.2
Well-84	534391.775	3404695.36	1634.1897	1352.948	37.58301426	353.2
Well-84	534388.996	3404718.654	1676.499	1386.476	37.58494974	353.2
Well-84	534386.217	3404741.947	1718.8072	1420.004	37.58301426	353.2
Well-84	534383.439	3404765.241	1761.1154	1453.532	37.58301426	353.2
Well-84	534380.66	3404788.535	1803.4247	1487.06	37.58494974	353.2
Well-84	534377.881	3404811.829	1845.7329	1520.588	37.58301426	353.2
Well-84	534377.14	3404818.034	1857.0046	1529.52	37.58709475	353.2
Well-84	534375.102	3404835.123	1888.0411	1554.116	37.58153224	353.2
Well-84	534372.323	3404858.416	1930.3504	1587.644	37.58494974	353.2
Well-84	534369.544	3404881.71	1972.6586	1621.172	37.58301426	353.2
Well-84	534366.765	3404905.004	2014.9668	1654.7	37.58301426	353.2
Well-84	534363.986	3404928.298	2057.2761	1688.228	37.58494974	353.2
Well-84	534361.208	3404951.591	2099.5843	1721.756	37.58301426	353.2
Well-84	534359.545	3404965.531	2124.903	1741.82	37.58421122	353.2
Well-84	534358.429	3404974.885	2141.8936	1755.284	37.58605022	353.2
Well-84	534355.65	3404998.179	2184.2018	1788.812	37.58301426	353.2
Well-84	534353.546	3405015.817	2216.2382	1814.2	37.58272577	353.2
Well-84	534352.871	3405021.473	2226.51	1822.34	37.58391402	353.2
Well-84	534350.719	3405039.509	2259.2691	1848.3	37.58479228	353.2
Well-84	534350.564	3405040.808	2261.6286	1850.17	37.57640949	353.2
Well-84	534350.092	3405044.766	2268.8193	1855.868	37.58846898	353.2
Well-84	534349.124	3405052.883	2283.5604	1867.55	37.58229251	353.2
Well-84	534348.549	3405057.697	2292.3054	1874.48	37.58467325	353.2
Well-84	534347.313	3405068.06	2311.1275	1889.396	37.58280872	353.2
Well-84	534344.534	3405091.354	2353.4357	1922.924	37.58301426	353.2
Well-84	534342.988	3405104.315	2376.9779	1941.58	37.58500451	353.2
Well-84	534341.755	3405114.648	2395.745	1956.452	37.58488103	353.2
Well-84	534341.621	3405115.779	2397.7987	1958.08	37.55998359	353.2
Well-84	534339.181	3405136.224	2434.9336	1987.5072	37.58582828	353.2
Well-84	534338.977	3405137.942	2438.0532	1989.98	37.56466972	353.2
Well-84	534336.198	3405161.235	2480.3614	2023.508	37.58301426	353.2
Well-84	534333.419	3405184.529	2522.6707	2057.036	37.58494974	353.2
Well-84	534333	3405188.04	2529.0474	2062.0894	37.58222721	353.2
Well-84	534332.613	3405191.285	2534.9412	2066.76	37.58401165	353.2
Well-84	534330.881	3405205.805	2561.3148	2087.66	37.58408185	353.2
Well-84	534330.64	3405207.823	2564.9789	2090.564	37.57509449	353.2
Well-84	534328.784	3405223.384	2593.2434	2112.9622	37.58494917	353.2
Well-29	535991.794	3405370.733	0	-21.7	0	0
Well-29	535991.794	3405370.733	77	55.3	0	0
Well-29	535991.794	3405370.733	92.62	70.92	0	0
Well-29	535991.794	3405370.733	110	88.3	2.26E-06	0
Well-29	535991.967	3405370.351	134.1175	112.412	1.223660906	155.6
Well-29	535992.785	3405368.546	167.7203	145.94	3.823677807	155.6
Well-29	535992.975	3405368.126	173.0245	151.22	5.475208039	155.6
Well-29	535994.281	3405365.245	201.4892	179.468	7.074401225	155.6
Well-29	535996.469	3405360.417	235.5243	212.996	9.902882443	155.6
Well-29	535999.367	3405354.02	269.9345	246.524	13.00198952	155.6
Well-29	536003.004	3405345.993	304.8408	280.052	16.15463293	155.6
Well-29	536007.417	3405336.255	340.3763	313.58	19.35085889	155.6
Well-29	536010.249	3405330.005	360.6449	332.39	21.86922361	155.6
Well-29	536011.034	3405328.273	365.992	337.3114	23.01731197	155.6
Well-29	536012.615	3405324.784	376.6565	347.108	23.27515065	155.6
Well-29	536013.453	3405322.935	382.3083	352.3	23.27115662	155.6
Well-29	536018.025	3405312.844	413.1545	380.636	23.27453836	155.6
Well-29	536023.436	3405300.903	449.6514	414.164	23.26999964	155.6
Well-29	536028.847	3405288.963	486.1494	447.692	23.27401472	155.6
Well-29	536031.186	3405283.799	501.9311	462.19	23.2691892	155.6
Well-29	536034.257	3405277.022	522.6463	481.22	23.27061704	155.6
Well-29	536039.668	3405265.082	559.1443	514.748	23.27401472	155.6
Well-29	536045.078	3405253.141	595.6412	548.276	23.26999964	155.6
Well-29	536050.489	3405241.201	632.1392	581.804	23.27401472	155.6
Well-29	536055.899	3405229.26	668.6361	615.332	23.26999964	155.6
Well-29	536061.31	3405217.32	705.1341	648.86	23.27401472	155.6
Well-29	536066.72	3405205.379	741.631	682.388	23.26999964	155.6
Well-29	536072.131	3405193.439	778.129	715.916	23.27401472	155.6
Well-29	536077.542	3405181.498	814.6259	749.444	23.26999964	155.6
Well-29	536082.952	3405169.558	851.1239	782.972	23.27401472	155.6
Well-29	536088.363	3405157.617	887.6208	816.5	23.26999964	155.6
Well-29	536092.694	3405148.059	916.8379	843.34	23.27192172	155.6
Well-29	536093.773	3405145.677	924.1188	850.028	23.2824118	155.6
Well-29	536099.184	3405133.736	960.6157	883.556	23.26999964	155.6
Well-29	536104.594	3405121.796	997.1137	917.084	23.27401472	155.6
Well-29	536110.005	3405109.855	1033.6106	950.612	23.26999964	155.6
Well-29	536115.415	3405097.915	1070.1086	984.14	23.27401472	155.6
Well-29	536116.729	3405095.016	1078.9691	992.28	23.26554944	155.6
Well-29	536120.826	3405085.975	1106.6055	1017.668	23.27142624	155.6
Well-29	536126.237	3405074.034	1143.1035	1051.196	23.27401472	155.6
Well-29	536131.647	3405062.094	1179.6004	1084.724	23.26999964	155.6
Well-29	536137.058	3405050.153	1216.0984	1118.252	23.27401472	155.6
Well-29	536142.468	3405038.213	1252.5953	1151.78	23.26999964	155.6
Well-29	536147.879	3405026.272	1289.0933	1185.308	23.27401472	155.6
Well-29	536153.289	3405014.332	1325.5902	1218.836	23.26999964	155.6
Well-29	536158.7	3405002.391	1362.0882	1252.364	23.27401472	155.6
Well-29	536164.11	3404990.451	1398.5851	1285.892	23.26999964	155.6
Well-29	536165.03	3404988.422	1404.788	1291.59	23.27736252	155.6
Well-29	536169.521	3404978.51	1435.0831	1319.42	23.2733292	155.6
Well-29	536174.932	3404966.57	1471.58	1352.948	23.26999964	155.6
Well-29	536180.342	3404954.629	1508.078	1386.476	23.27401472	155.6
Well-29	536185.753	3404942.689	1544.5749	1420.004	23.26999964	155.6
Well-29	536191.163	3404930.748	1581.0729	1453.532	23.27401472	155.6
Well-29	536196.574	3404918.808	1617.5698	1487.06	23.26999964	155.6
Well-29	536201.984	3404906.867	1654.0678	1520.588	23.27401472	155.6
Well-29	536203.426	3404903.686	1663.7907	1529.52	23.26962379	155.6
Well-29	536207.395	3404894.927	1690.5647	1554.116	23.27013612	155.6
Well-29	536212.806	3404882.987	1727.0627	1587.644	23.27401472	155.6
Well-29	536218.216	3404871.046	1763.5596	1621.172	23.26999964	155.6
Well-29	536223.627	3404859.106	1800.0576	1654.7	23.27401472	155.6
Well-29	536229.037	3404847.165	1836.5545	1688.228	23.26999964	155.6
Well-29	536234.448	3404835.225	1873.0525	1721.756	23.27401472	155.6
