well	X	Y	MD	TVDSS	INCL	AZIM
Well-68	525068.682	3394161.69	2191.5311	1922.924	29.82647508	313
Well-68	525061.573	3394168.325	2213.0361	1941.58	29.82838023	313
Well-68	525057.989	3394171.67	2223.8799	1950.9861	29.84011084	313
Well-68	525055.907	3394173.614	2230.1796	1956.452	29.8139427	313
Well-68	525055.286	3394174.193	2232.0562	1958.08	29.82755132	313
Well-68	525044.93	3394183.86	2263.3864	1985.2599	29.82709141	313
Well-68	525043.131	3394185.539	2268.827	1989.98	29.82255437	313
Well-68	525036.794	3394191.454	2288	2006.6131	29.8274506	313
Well-68	525030.356	3394197.463	2307.4755	2023.508	29.83115891	313
Well-68	525028.955	3394198.772	2311.7149	2027.1864	29.81100829	313
Well-11	525694.13	3393557.4	0	-21.7	0	0
Well-11	525694.13	3393557.4	77	55.3	0	0
Well-11	525694.13	3393557.4	92.62	70.92	0	0
Well-11	525694.13	3393557.4	110	88.3	2.26E-06	0
Well-11	525694.18	3393556.983	134.1175	112.412	1.223660906	173.2
Well-11	525694.414	3393555.016	167.7203	145.94	3.823677807	173.2
Well-11	525694.469	3393554.558	173.0245	151.22	5.475208039	173.2
Well-11	525694.844	3393551.416	201.4892	179.468	7.074401225	173.2
Well-11	525695.472	3393546.154	235.5243	212.996	9.902882443	173.2
Well-11	525696.304	3393539.18	269.9345	246.524	13.00198952	173.2
Well-11	525697.348	3393530.429	304.8408	280.052	16.15463293	173.2
Well-11	525698.614	3393519.814	340.3763	313.58	19.35085889	173.2
Well-11	525699.427	3393513	360.6449	332.39	21.86922361	173.2
Well-11	525700.116	3393507.219	376.6961	347.108	23.51713402	173.2
Well-11	525700.371	3393505.083	382.4018	352.3	24.49917724	173.2
Well-11	525701.873	3393492.497	413.9861	380.636	26.21346348	173.2
Well-11	525703.906	3393475.454	452.4707	414.164	29.40095542	173.2
Well-11	525706.246	3393455.837	492.4315	447.692	32.96298566	173.2
Well-11	525707.363	3393446.476	510.2581	462.19	35.58244978	173.2
Well-11	525708.934	3393433.305	534.2392	481.22	37.48227951	173.2
Well-11	525709.437	3393429.09	541.6752	487.0071	38.89896994	173.2
Well-11	525711.878	3393408.634	577.4945	514.748	39.24317964	173.2
Well-11	525714.827	3393383.913	620.7861	548.276	39.24308946	173.2
Well-11	525717.776	3393359.191	664.0777	581.804	39.24308946	173.2
Well-11	525720.725	3393334.469	707.3693	615.332	39.24308946	173.2
Well-11	525723.675	3393309.747	750.6609	648.86	39.24308946	173.2
Well-11	525726.624	3393285.025	793.9525	682.388	39.24308946	173.2
Well-11	525729.573	3393260.303	837.2452	715.916	39.24487167	173.2
Well-11	525732.523	3393235.582	880.5368	749.444	39.24308946	173.2
Well-11	525735.472	3393210.86	923.8284	782.972	39.24308946	173.2
Well-11	525738.421	3393186.138	967.12	816.5	39.24308946	173.2
Well-11	525740.782	3393166.347	1001.7755	843.34	39.24206681	173.2
Well-11	525741.37	3393161.416	1010.4116	850.028	39.247193	173.2
Well-11	525744.32	3393136.694	1053.7032	883.556	39.24308946	173.2
Well-11	525747.269	3393111.972	1096.9948	917.084	39.24308946	173.2
Well-11	525750.218	3393087.25	1140.2864	950.612	39.24308946	173.2
Well-11	525753.168	3393062.529	1183.578	984.14	39.24308946	173.2
Well-11	525753.884	3393056.527	1194.0885	992.28	39.24357115	173.2
Well-11	525756.117	3393037.807	1226.8696	1017.668	39.24293502	173.2
Well-11	525759.066	3393013.085	1270.1612	1051.196	39.24308946	173.2
Well-11	525762.015	3392988.363	1313.4528	1084.724	39.24308946	173.2
Well-11	525764.965	3392963.641	1356.7444	1118.252	39.24308946	173.2
Well-11	525767.914	3392938.919	1400.036	1151.78	39.24308946	173.2
Well-11	525770.863	3392914.198	1443.3276	1185.308	39.24308946	173.2
Well-11	525773.812	3392889.476	1486.6192	1218.836	39.24308946	173.2
Well-11	525776.762	3392864.754	1529.9108	1252.364	39.24308946	173.2
Well-11	525779.711	3392840.032	1573.2024	1285.892	39.24308946	173.2
Well-11	525780.212	3392835.831	1580.5603	1291.59	39.24881399	173.2
Well-11	525782.66	3392815.31	1616.494	1319.42	39.2419172	173.2
Well-11	525785.61	3392790.588	1659.7856	1352.948	39.24308946	173.2
Well-11	525788.559	3392765.867	1703.0772	1386.476	39.24308946	173.2
Well-11	525791.508	3392741.145	1746.3688	1420.004	39.24308946	173.2
Well-11	525794.457	3392716.423	1789.6615	1453.532	39.24487167	173.2
Well-11	525797.407	3392691.701	1832.9531	1487.06	39.24308946	173.2
Well-11	525800.356	3392666.979	1876.2447	1520.588	39.24308946	173.2
Well-11	525801.142	3392660.393	1887.7771	1529.52	39.23905037	173.2
Well-11	525803.305	3392642.257	1919.5363	1554.116	39.24455605	173.2
Well-11	525806.255	3392617.535	1962.8279	1587.644	39.24308946	173.2
Well-11	525809.204	3392592.814	2006.1195	1621.172	39.24308946	173.2
Well-11	525812.153	3392568.092	2049.4111	1654.7	39.24308946	173.2
Well-11	525815.102	3392543.37	2092.7027	1688.228	39.24308946	173.2
Well-11	525818.052	3392518.648	2135.9943	1721.756	39.24308946	173.2
Well-11	525819.817	3392503.854	2161.9015	1741.82	39.24421509	173.2
Well-11	525821.001	3392493.926	2179.2859	1755.284	39.24141194	173.2
Well-11	525823.95	3392469.204	2222.5775	1788.812	39.24308946	173.2
Well-11	525826.184	3392450.485	2255.3586	1814.2	39.24293502	173.2
Well-11	525826.9	3392444.483	2265.8691	1822.34	39.24357115	173.2
Well-11	525829.183	3392425.341	2299.3894	1848.3	39.24425547	173.2
Well-11	525829.348	3392423.962	2301.8039	1850.17	39.24141194	173.2
Well-11	525829.849	3392419.761	2309.1607	1855.868	39.23832695	173.2
Well-11	525830.877	3392411.147	2324.245	1867.55	39.2450227	173.2
Well-11	525831.486	3392406.037	2333.1924	1874.48	39.23786073	173.2
Well-11	525832.798	3392395.039	2352.4523	1889.396	39.24400424	173.2
Well-11	525835.747	3392370.317	2395.7439	1922.924	39.24308946	173.2
Well-11	525837.389	3392356.561	2419.8328	1941.58	39.24348459	173.2
Well-11	525838.697	3392345.595	2439.0355	1956.452	39.24259379	173.2
Well-11	525838.84	3392344.395	2441.1376	1958.08	39.24357115	173.2
Well-11	525839.95	3392335.09	2457.4319	1970.6992	39.24436461	173.2
Well-11	525841.087	3392325.557	2474.1255	1983.6275	39.24512323	173.2
Well-11	525841.646	3392320.873	2482.3271	1989.98	39.23629246	173.2
Well-11	525844.369	3392298.047	2522.3	2020.9373	39.24415413	173.2
Well-11	525844.402	3392297.772	2522.7807	2021.3102	39.12749164	173.2
Well-41	525684.49	3393545.91	0	-21.7	0	0
Well-41	525684.49	3393545.91	77	55.3	0	0
Well-41	525684.49	3393545.91	92.62	70.92	0	0
Well-41	525684.49	3393545.91	110	88.3	2.26E-06	0
Well-41	525684.219	3393545.59	134.1175	112.412	1.223660906	220.2
Well-41	525682.941	3393544.075	167.7203	145.94	3.823677807	220.2
Well-41	525682.643	3393543.723	173.0245	151.22	5.475208039	220.2
Well-41	525680.602	3393541.306	201.4892	179.468	7.074401225	220.2
Well-41	525677.182	3393537.257	235.5243	212.996	9.902882443	220.2
Well-41	525672.651	3393531.891	269.9345	246.524	13.00198952	220.2
Well-41	525666.965	3393525.158	304.8408	280.052	16.15463293	220.2
Well-41	525660.067	3393516.99	340.3763	313.58	19.35085889	220.2
Well-41	525655.64	3393511.748	360.6449	332.39	21.86922361	220.2
Well-41	525651.883	3393507.3	376.6961	347.108	23.51713402	220.2
Well-41	525650.495	3393505.656	382.4018	352.3	24.49917724	220.2
Well-41	525642.317	3393495.972	413.9861	380.636	26.21346348	220.2
Well-41	525636.873	3393489.526	433.4253	397.7157	28.52347393	220.2
Well-41	525631.437	3393483.088	452.3057	414.164	29.40349401	220.2
Well-41	525620.355	3393469.966	490.7903	447.692	29.40095542	220.2
Well-41	525615.562	3393464.291	507.4322	462.19	29.40458023	220.2
Well-41	525609.272	3393456.843	529.276	481.22	29.40331391	220.2
Well-41	525598.19	3393443.72	567.7606	514.748	29.40095542	220.2
Well-41	525587.108	3393430.597	606.2452	548.276	29.40095542	220.2
Well-41	525576.026	3393417.475	644.7309	581.804	29.4038615	220.2
Well-41	525564.943	3393404.352	683.2155	615.332	29.40095542	220.2
Well-41	525553.861	3393391.229	721.7012	648.86	29.4038615	220.2
Well-41	525542.779	3393378.106	760.1858	682.388	29.40095542	220.2
Well-41	525531.697	3393364.984	798.6715	715.916	29.4038615	220.2
Well-41	525520.615	3393351.861	837.1561	749.444	29.40095542	220.2
Well-41	525509.532	3393338.738	875.6418	782.972	29.4038615	220.2
Well-41	525498.45	3393325.615	914.1264	816.5	29.40095542	220.2
Well-41	525489.579	3393315.11	944.9352	843.34	29.40398535	220.2
Well-41	525487.368	3393312.493	952.6121	850.028	29.40336443	220.2
Well-41	525476.286	3393299.37	991.0967	883.556	29.40095542	220.2
Well-41	525465.203	3393286.247	1029.5813	917.084	29.40095542	220.2
Well-41	525454.121	3393273.124	1068.067	950.612	29.4038615	220.2
Well-41	525443.039	3393260.002	1106.5516	984.14	29.40095542	220.2
Well-41	525440.348	3393256.816	1115.895	992.28	29.40123819	220.2
Well-41	525431.957	3393246.879	1145.0373	1017.668	29.40470252	220.2
Well-41	525420.875	3393233.756	1183.5219	1051.196	29.40095542	220.2
Well-41	525409.792	3393220.634	1222.0076	1084.724	29.4038615	220.2
Well-41	525398.71	3393207.511	1260.4922	1118.252	29.40095542	220.2
Well-41	525387.628	3393194.388	1298.9779	1151.78	29.4038615	220.2
Well-41	525376.546	3393181.265	1337.4625	1185.308	29.40095542	220.2
Well-41	525365.463	3393168.143	1375.9482	1218.836	29.4038615	220.2
Well-41	525354.381	3393155.02	1414.4328	1252.364	29.40095542	220.2
Well-41	525343.299	3393141.897	1452.9185	1285.892	29.4038615	220.2
Well-41	525341.416	3393139.667	1459.458	1291.59	29.38755273	220.2
Well-41	525332.217	3393128.774	1491.4031	1319.42	29.4036984	220.2
Well-41	525321.135	3393115.652	1529.8877	1352.948	29.40095542	220.2
Well-41	525310.052	3393102.529	1568.3734	1386.476	29.4038615	220.2
Well-41	525298.97	3393089.406	1606.858	1420.004	29.40095542	220.2
Well-41	525287.888	3393076.283	1645.3437	1453.532	29.4038615	220.2
Well-41	525276.806	3393063.161	1683.8283	1487.06	29.40095542	220.2
Well-41	525265.723	3393050.038	1722.314	1520.588	29.4038615	220.2
Well-41	525262.771	3393046.542	1732.566	1529.52	29.39640217	220.2
Well-41	525254.641	3393036.915	1760.7986	1554.116	29.40260866	220.2
Well-41	525243.559	3393023.792	1799.2843	1587.644	29.4038615	220.2
Well-41	525232.477	3393010.67	1837.7689	1621.172	29.40095542	220.2
Well-41	525221.395	3392997.547	1876.2546	1654.7	29.4038615	220.2
Well-41	525210.312	3392984.424	1914.7392	1688.228	29.40095542	220.2
Well-41	525199.23	3392971.301	1953.2238	1721.756	29.40095542	220.2
Well-41	525192.598	3392963.448	1976.2545	1741.82	29.40336443	220.2
Well-41	525188.148	3392958.179	1991.7095	1755.284	29.40460219	220.2
Well-41	525177.066	3392945.056	2030.1941	1788.812	29.40095542	220.2
Well-41	525168.674	3392935.119	2059.3364	1814.2	29.40470252	220.2
Well-41	525165.984	3392931.933	2068.6798	1822.34	29.40123819	220.2
Well-41	525157.403	3392921.773	2098.4777	1848.3	29.40133963	220.2
Well-41	525156.785	3392921.041	2100.6238	1850.17	29.38433125	220.2
Well-41	525154.901	3392918.811	2107.1644	1855.868	29.40465807	220.2
Well-41	525152.19	3392915.6	2116.5804	1864.0707	29.40804664	220.2
Well-41	525151.04	3392914.238	2120.5734	1867.55	29.3841169	220.2
Well-41	525148.749	3392911.526	2128.5286	1874.48	29.40997671	220.2
Well-41	525143.819	3392905.688	2145.6501	1889.396	29.40332146	220.2
Well-41	525132.737	3392892.565	2184.1347	1922.924	29.40095542	220.2
Well-41	525126.57	3392885.263	2205.5495	1941.58	29.40473872	220.2
Well-41	525123.87	3392882.066	2214.9248	1949.7486	29.39117037	220.2
Well-41	525121.655	3392879.442	2222.6204	1956.452	29.41687592	220.2
Well-41	525121.117	3392878.805	2224.4893	1958.08	29.41320519	220.2
Well-41	525110.572	3392866.32	2261.105	1989.98	29.40033005	220.2
Well-41	525100.4	3392854.274	2296.4326	2020.7569	29.40328061	220.2
Well-45	527493.494	3395689.621	0	-21.7	0	0
